739	0	23617	1923-12-19	1923-12-19
599	7	23545	1977-04-28	1977-04-28
4860	5	25334	100-##-##	####-##-##
13214	11	27615	2003	2003
4712	5	25177	1952-##-##	1964-##-##
10344	11	27536	1873	1873
22586	11	27696	2011	2011
11433	11	28303	1415	1415
23382	10	27604	1976	1976
17420	11	27540	2005	2005
14953	11	27689	1968	1968
442	3	19711	2002-##-##	####-##-##
2869	6	25682	1954-##-##	####-##-##
2811	2	24178	2003-##-##	2008-##-##
7659	10	27539	1894	1894
12732	11	28092	1464	1464
1355	7	23534	2009-05-19	2009-05-19
16955	11	27595	2012	2012
9743	10	27748	1909	1909
16729	13	27689	1968	1968
3397	1	24017	1984-##-##	####-##-##
11389	10	27788	1848	1848
23176	12	27603	2009	2009
8005	11	27779	1542	1542
16494	10	27559	1926	1926
1298	0	23631	1980-05-20	1980-05-20
3723	2	24452	2000-##-##	2001-##-##
3706	2	24213	2013-##-##	2014-##-##
23365	10	28516	1288	1288
7210	12	27615	2003	2003
6777	10	27720	1956	1956
1236	4	618	1926-##-##	1946-##-##
22948	10	27678	1933	1933
13194	10	27593	1921	1921
1963	0	23496	1939-07-26	1939-07-26
16444	10	27663	1912	1912
1066	0	23545	1962-08-27	1962-08-27
12333	12	27551	2013	2013
7988	10	27862	1751	1751
1651	3	24776	2005-##-##	####-##-##
12860	11	27626	1917	1917
19284	11	28566	0593	0593
14515	14	27663	1912	1912
15659	10	27601	1900	1900
10841	10	27772	1818	1818
2166	0	23722	1921-01-20	1921-01-20
3665	2	24584	2008-##-##	2009-##-##
16028	11	27615	2003	2003
22215	10	27718	1938	1938
5359	9	26823	1936-##-##	####-##-##
4514	4	2918	1967-##-##	1997-##-##
4055	11	27567	1954	1954
631	2	24338	1992-##-##	1994-##-##
9468	11	27542	1974	1974
3838	7	23545	1968-12-20	1968-12-20
3276	2	24183	2000-##-##	####-##-##
3931	3	24770	2009-##-##	####-##-##
446	3	24941	2012-##-##	####-##-##
18998	10	28544	1473	1473
1503	0	23488	1980-09-11	1980-09-11
7255	11	27541	2006	2006
3519	2	24535	2012-##-##	2013-##-##
10094	11	27689	1968	1968
4367	11	27591	1997	1997
11649	11	27554	1994	1994
8648	10	27732	1837	1837
5268	8	25715	1866-##-##	1872-##-##
13966	10	27543	1904	1904
14527	11	27603	2009	2009
7973	10	27575	1948	1948
7516	12	27609	1965	1965
13013	10	27625	1915	1915
20874	10	27742	1920	1920
6284	9	27159	125-##-##	####-##-##
19761	11	27564	1979	1979
8079	10	27620	1919	1919
15045	10	27536	1873	1873
23453	10	28278	1400	1400
11272	11	27605	1981	1981
11701	10	27748	1909	1909
4110	3	24994	2004-##-##	####-##-##
2932	2	24276	2013-##-##	####-##-##
21056	10	27716	1907	1907
3026	0	23545	1969-10-19	1969-10-19
2022	0	23809	1951-01-07	1951-01-07
4560	11	27540	2005	2005
5538	9	25931	1991-##-##	176-##-##
1332	3	25028	2000-##-##	####-##-##
3608	2	24465	2001-##-##	2007-##-##
22969	10	27530	1941	1941
10027	10	27647	1978	1978
2208	10	27662	1922	1922
5430	8	25802	1922-##-##	####-##-##
15715	10	27674	1931	1931
16483	11	27598	1996	1996
22473	12	27555	2001	2001
12398	12	27599	1995	1995
9098	10	27760	1925	1925
591	0	23727	1965-03-29	1965-03-29
22987	10	27539	1894	1894
2293	0	23545	1955-11-02	1955-11-02
2034	11	27540	2005	2005
19912	10	27760	1925	1925
10113	11	27669	1927	1927
16791	11	27642	1973	1973
15022	11	27987	1853	1853
23100	11	27636	1875	1875
9504	10	27739	1861	1861
11053	11	27669	1927	1927
675	4	2024	1992-##-##	1999-##-##
679	3	24775	2009-##-##	####-##-##
3538	2	24490	2004-##-##	2005-##-##
16333	13	27577	1992	1992
10851	11	27687	2007	2007
6601	12	27613	1898	1898
813	0	23572	1931-09-19	1931-09-19
12173	10	28050	1727	1727
19894	10	27630	1923	1923
20626	10	27569	1930	1930
3570	2	24479	2007-##-##	####-##-##
8469	11	27545	1998	1998
4200	7	23613	2017-03-19	2017-03-19
10929	11	27640	2008	2008
16114	10	27538	1964	1964
9000	10	27659	1928	1928
12194	11	27572	1993	1993
1950	2	24662	2002-##-##	2003-##-##
6587	11	27551	2013	2013
13800	11	27688	1950	1950
1587	3	25064	1998-##-##	####-##-##
2869	0	23495	1932-08-22	1932-08-22
4918	5	25388	2011-11-##	####-##-##
8766	10	28301	1245	1245
10763	11	28111	0710	0710
16460	10	27738	1944	1944
899	11	27656	1957	1957
3523	2	24177	1993-##-##	1995-##-##
837	4	317	1975-##-##	1990-##-##
1245	8	10539	1946-##-##	####-##-##
16247	11	27683	2002	2002
11143	10	27705	1890	1890
3575	2	24334	2005-##-##	2007-##-##
331	10	27705	1890	1890
15533	11	27566	1984	1984
9733	10	27732	1837	1837
17373	10	28535	1051	1051
2971	11	27552	1971	1971
14185	13	27551	2013	2013
19513	11	27892	1832	1832
3212	0	23811	1964-06-21	1964-06-21
15685	10	27549	1924	1924
1049	3	25065	1947-##-##	####-##-##
13661	11	27653	1937	1937
7074	11	27640	2008	2008
13369	10	27620	1919	1919
3504	2	24194	2005-##-##	####-##-##
20536	10	27620	1919	1919
13646	10	27593	1921	1921
1157	10	27760	1925	1925
12491	11	27564	1979	1979
3083	7	23631	2008-09-04	2008-09-04
19791	11	27595	2012	2012
15177	11	27547	2014	2014
15297	10	28403	1316	1316
2783	0	23790	1959-03-22	1959-03-22
7150	10	27655	1943	1943
12836	11	27570	2016	2016
11839	10	28120	1667	1667
5297	8	25726	1981-##-##	####-##-##
10914	10	27620	1919	1919
4786	5	25246	1988-##-##	2001-##-##
4287	3	24862	2012-##-##	####-##-##
18657	11	27605	1981	1981
10562	10	27559	1926	1926
15855	11	27615	2003	2003
1773	3	24814	2009-##-##	####-##-##
184	3	24787	1993-##-##	####-##-##
4768	5	25229	100-##-##	####-##-##
1076	0	23821	1902-11-25	1902-11-25
5600	10	27630	1923	1923
12683	11	27537	2000	2000
3014	0	23831	1900-08-25	1900-08-25
20192	11	27594	1990	1990
1965	7	19075	1939-05-02	1939-05-02
14486	10	27624	1862	1862
541	2	24399	2012-##-##	####-##-##
21533	11	27594	1990	1990
6067	9	26777	1887-##-##	2011-##-##
57	0	23525	1955-05-11	1955-05-11
4459	7	23660	2015-05-09	2015-05-09
20767	11	27603	2009	2009
4574	7	23846	1974-04-18	1974-04-18
706	3	24873	1989-##-##	####-##-##
20039	10	27575	1948	1948
10842	11	27868	1748	1748
18445	11	27626	1917	1917
14621	10	27586	1908	1908
18279	10	27689	1968	1968
12181	11	27638	1864	1864
13256	13	27570	2016	2016
12801	11	27652	1967	1967
23442	10	27592	1929	1929
11110	11	27883	1660	1660
1464	10	27565	1910	1910
21366	10	27588	1906	1906
5405	8	25740	1901-##-##	####-##-##
360	0	23661	1908-01-08	1908-01-08
1202	3	24891	2013-##-##	####-##-##
8960	13	27608	1982	1982
23407	11	27696	2011	2011
118	4	1437	1988-##-##	2007-##-##
3164	4	3160	2005-##-##	####-##-##
21006	10	27626	1917	1917
22655	11	27696	2011	2011
16587	10	27692	1951	1951
7637	10	27710	1839	1839
3798	2	24593	2015-##-##	####-##-##
1053	0	23813	1969-02-11	1969-02-11
13754	12	27765	1833	1833
6339	9	27251	1988-##-##	####-##-##
4875	10	27557	1905	1905
1911	2	24177	2000-##-##	2001-##-##
8116	12	27562	2004	2004
11498	11	27533	2010	2010
12875	10	27633	1947	1947
14964	11	27667	1953	1953
15512	12	27647	1978	1978
4094	3	24793	1977-##-##	####-##-##
5448	8	25798	1988-##-##	2015-##-##
87	2	24570	2008-##-##	####-##-##
13818	11	27541	2006	2006
12896	12	27595	2012	2012
13357	10	27709	1985	1985
4294	6	22694	1979-##-##	####-##-##
3011	0	23878	1952-01-11	1952-01-11
22724	11	27670	1916	1916
18027	11	27673	1977	1977
22472	10	27725	1969	1969
109	4	3281	1994-##-##	####-##-##
18778	10	27645	1806	1806
3333	3	24955	1997-##-##	####-##-##
4347	7	23810	1960-07-13	1960-07-13
14782	10	27626	1917	1917
13695	10	27715	1879	1879
19149	10	28247	1584	1584
3509	2	24438	2015-##-##	2016-##-##
18870	10	27574	1881	1881
22430	10	27977	1031	1031
15297	11	27882	1390	1390
3509	2	24181	2009-##-##	2010-##-##
2591	0	23671	1959-##-##	1959-##-##
3244	4	2902	1998-06-06	####-##-##
4619	11	27652	1967	1967
2363	8	25715	1989-##-##	####-##-##
121	0	23569	1958-03-21	1958-03-21
3670	2	24178	2002-##-##	2008-##-##
10372	11	27538	1964	1964
6502	11	27683	2002	2002
3773	2	24176	2006-##-##	2007-##-##
12638	13	27570	2016	2016
17202	11	27591	1997	1997
19936	10	27628	1958	1958
19350	11	27547	2014	2014
888	0	23524	1953-07-07	1953-07-07
8456	11	27665	2017	2017
18359	10	27549	1924	1924
19436	10	28335	1610	1610
5265	9	26517	1956-##-##	####-##-##
18339	12	27604	1976	1976
18634	11	27639	1999	1999
22269	10	27601	1900	1900
13308	11	27585	1913	1913
4825	5	25473	1972-##-##	1980-##-##
3187	7	23525	1993-10-21	1993-10-21
4443	4	4441	1944-##-##	1993-##-##
16596	11	27742	1920	1920
15471	11	27594	1990	1990
15712	10	28427	1443	1443
2832	0	23597	1957-10-17	1957-10-17
22659	10	28453	1500	1500
11928	13	27550	1959	1959
14683	10	27601	1900	1900
858	8	25729	1916-##-##	####-##-##
11423	11	27595	2012	2012
8369	13	27544	1983	1983
7457	11	28553	1613	1613
5517	9	25905	1891-##-##	####-##-##
8884	10	27656	1957	1957
9404	12	27543	1904	1904
815	0	23545	1905-07-04	1905-07-04
3937	3	24912	2012-##-##	####-##-##
14454	10	27557	1905	1905
18555	10	27569	1930	1930
2701	2	24215	2015-##-##	####-##-##
7995	10	27703	1963	1963
3560	2	24188	2008-##-##	2009-##-##
5425	8	25729	1917-##-##	####-##-##
3126	0	5088	1973-##-##	1973-##-##
724	3	24793	1946-##-##	####-##-##
11192	11	27542	1974	1974
13648	11	27673	1977	1977
2063	0	23533	1951-11-16	1951-11-16
21902	10	28701	1175	1175
21082	10	28501	1700	1700
22197	10	28162	1590	1590
6996	11	27531	1975	1975
420	2	24454	1994-##-##	1995-##-##
20714	10	27651	1972	1972
16426	10	27578	1876	1876
20532	10	27698	1914	1914
2152	9	26934	1959-##-##	####-##-##
12109	11	27553	1935	1935
11475	10	27693	1932	1932
103	4	1947	1955-##-##	1969-##-##
442	3	24896	2003-##-##	####-##-##
16322	11	27605	1981	1981
10905	11	27621	1961	1961
22459	11	27577	1992	1992
1809	4	1885	2016-##-##	####-##-##
2868	3	24856	1973-##-##	####-##-##
11733	11	27633	1947	1947
13428	12	27751	1855	1855
6537	11	27551	2013	2013
17262	11	27738	1944	1944
17386	10	27588	1906	1906
3337	3	25030	1854-##-##	####-##-##
18543	11	27598	1996	1996
18994	10	27588	1906	1906
7462	11	27577	1992	1992
15643	10	27663	1912	1912
3690	2	24608	2008-##-##	####-##-##
6946	11	27541	2006	2006
19749	11	27541	2006	2006
22157	11	27570	2016	2016
17909	11	27550	1959	1959
9825	10	27714	1880	1880
16943	10	27620	1919	1919
12827	11	27570	2016	2016
13571	10	27720	1956	1956
14092	11	27562	2004	2004
8042	10	27539	1894	1894
22518	10	27626	1917	1917
21995	11	27603	2009	2009
1632	9	27367	2013-##-##	####-##-##
16815	11	27959	1772	1772
5386	8	25724	1945-##-##	####-##-##
3862	3	19711	1999-##-##	####-##-##
2759	8	25730	2007-##-##	####-##-##
10022	11	27544	1983	1983
3519	2	24197	2008-##-##	2009-##-##
382	2	24709	1997-##-##	2000-##-##
11209	12	27615	2003	2003
6948	11	27756	1786	1786
14413	11	27591	1997	1997
4150	9	26735	1946-##-##	####-##-##
3187	1	24021	1969-##-##	1976-##-##
11487	10	27765	1833	1833
21146	10	27760	1925	1925
17207	10	27553	1935	1935
22276	11	27538	1964	1964
1134	4	3191	1934-##-##	####-##-##
9130	11	27655	1943	1943
16151	11	27557	1905	1905
20239	12	27673	1977	1977
759	2	24483	2014-##-##	####-##-##
4147	7	23513	1994-09-30	1994-09-30
2903	3	24913	2006-##-##	####-##-##
18659	12	28037	1368	1368
2599	0	23733	1908-03-13	1908-03-13
680	4	4247	1962-##-##	####-##-##
1325	2	24239	1993-##-##	####-##-##
16594	10	27601	1900	1900
12036	10	27662	1922	1922
18235	11	27593	1921	1921
10752	10	27701	1889	1889
1366	2	24409	2007-##-##	2008-##-##
269	2	24527	2013-##-##	2016-##-##
13869	13	27604	1976	1976
3670	2	24523	2013-##-##	2015-##-##
4366	7	23555	2010-01-22	2010-01-22
12327	11	27584	1989	1989
15578	10	27630	1923	1923
21675	10	27544	1983	1983
2438	10	27724	1870	1870
1465	11	27547	2014	2014
11544	10	27987	1853	1853
17917	10	27584	1989	1989
17130	11	27545	1998	1998
1785	3	24903	1971-##-##	####-##-##
821	0	23774	1946-02-21	1946-02-21
8628	11	27560	1991	1991
18034	10	27714	1880	1880
14826	11	27608	1982	1982
2945	0	23524	1925-07-23	1925-07-23
5560	10	27669	1927	1927
23376	12	27586	1908	1908
22312	11	27537	2000	2000
10468	12	27596	1918	1918
22544	10	27536	1873	1873
5189	5	25657	2012-##-##	####-##-##
114	8	25715	1978-##-##	2009-##-##
23022	11	27547	2014	2014
685	0	17552	1920-08-18	1920-08-18
59	7	23814	1987-02-09	1987-02-09
3646	2	24549	2012-##-##	2014-##-##
19315	11	27594	1990	1990
23112	10	27760	1925	1925
4337	11	27549	1924	1924
18332	11	28026	1185	1185
11605	11	27647	1978	1978
2010	7	23540	1987-10-08	1987-10-08
17824	10	27622	1936	1936
359	4	1538	1987-##-##	####-##-##
9298	10	27669	1927	1927
14178	11	27542	1974	1974
2340	11	27531	1975	1975
5685	9	26163	1895-##-##	1905-##-##
13593	11	27605	1981	1981
15914	10	27632	1857	1857
22686	10	27549	1924	1924
21061	11	27572	1993	1993
19188	10	27604	1976	1976
9643	10	27653	1937	1937
10296	12	27770	1854	1854
225	7	23533	1982-01-22	1982-01-22
919	3	24873	1996-##-##	####-##-##
1285	8	25716	2004-##-##	2006-##-##
22579	11	27678	1933	1933
7262	10	27691	1911	1911
2335	11	27718	1938	1938
13045	10	27788	1848	1848
4306	4	376	1942-##-##	1964-##-##
3619	2	24731	2010-##-##	2012-##-##
17484	11	27540	2005	2005
20460	11	28275	1194	1194
840	2	24760	2006-##-##	####-##-##
10148	11	27693	1932	1932
2940	7	23555	2001-12-31	2001-12-31
1253	0	23581	1877-12-01	1877-12-01
14543	11	27628	1958	1958
18173	10	27734	1897	1897
17415	11	28580	0926	0926
949	12	27663	1912	1912
202	4	1095	1991-##-##	####-##-##
9124	11	27709	1985	1985
6196	9	27014	2015-##-##	####-##-##
15541	12	27562	2004	2004
9101	11	27531	1975	1975
7575	10	27588	1906	1906
12940	10	27649	1903	1903
21084	11	27687	2007	2007
22916	11	27598	1996	1996
10795	10	28114	0401	0401
21013	12	27622	1936	1936
3368	1	23940	1995-##-##	1998-##-##
18186	10	27583	1902	1902
4815	5	4991	2010-##-##	####-##-##
22671	10	27698	1914	1914
22523	11	27555	2001	2001
21175	11	27562	2004	2004
4529	10	27586	1908	1908
18896	11	27621	1961	1961
3241	0	23509	1953-12-03	1953-12-03
827	3	24874	1929-##-##	####-##-##
12339	10	27691	1911	1911
19049	10	27579	1888	1888
11821	11	27570	2016	2016
13961	10	27609	1965	1965
19226	10	27748	1909	1909
6025	9	26709	1972-##-##	####-##-##
2905	4	4609	1995-##-##	2011-##-##
15217	11	27593	1921	1921
21311	11	27591	1997	1997
16275	10	27760	1925	1925
23227	10	27588	1906	1906
6744	11	27623	2015	2015
16680	13	27617	1970	1970
16095	12	27593	1921	1921
21275	10	27868	1748	1748
3111	4	1853	1977-##-##	####-##-##
12633	11	27651	1972	1972
2652	0	17552	1925-11-04	1925-11-04
2721	4	3009	1937-##-##	####-##-##
10015	11	27648	1940	1940
4031	3	24778	1990-##-##	####-##-##
3550	2	24588	2006-##-##	2007-##-##
718	11	27603	2009	2009
6975	12	27738	1944	1944
1492	3	25107	1974-##-##	####-##-##
10881	10	27742	1920	1920
8563	11	27696	2011	2011
17004	10	27565	1910	1910
1486	0	23700	1974-04-27	1974-04-27
4008	3	25049	2012-##-##	####-##-##
5522	9	27111	1979-##-##	####-##-##
4693	5	25291	1998-##-##	####-##-##
13494	10	27625	1915	1915
20784	11	27736	1945	1945
11285	12	27604	1976	1976
10330	10	27718	1938	1938
11442	11	27568	1980	1980
19138	11	27605	1981	1981
3535	2	24326	2012-##-##	####-##-##
7952	11	27607	1952	1952
20814	11	27552	1971	1971
15494	11	27607	1952	1952
4544	8	20980	1834-##-##	1841-##-##
6828	10	27788	1848	1848
8532	10	27561	1934	1934
4198	3	24913	2002-##-##	####-##-##
23423	10	27628	1958	1958
14734	11	27551	2013	2013
18089	10	27559	1926	1926
22585	10	28271	1802	1802
23295	11	27547	2014	2014
13033	10	28260	1480	1480
16747	10	27561	1934	1934
1221	0	23565	1911-07-06	1911-07-06
20658	10	27693	1932	1932
916	2	24409	2004-##-##	####-##-##
1634	0	23525	1968-08-01	1968-08-01
22126	10	28271	1802	1802
19514	10	27788	1848	1848
3649	2	24292	2000-##-##	2001-##-##
5373	8	25714	1934-##-##	####-##-##
5416	8	20911	1991-##-##	####-##-##
4793	5	25254	2008-##-##	####-##-##
1181	3	24900	1987-##-##	####-##-##
882	11	27678	1933	1933
12661	12	27683	2002	2002
21476	11	27621	1961	1961
4534	7	23545	1966-02-10	1966-02-10
3625	2	24518	2014-##-##	2015-##-##
19406	11	27604	1976	1976
4064	3	24796	1953-##-##	####-##-##
1235	2	24687	2014-##-##	2015-##-##
12975	11	27709	1985	1985
7701	10	27608	1982	1982
3750	2	24237	1996-##-##	####-##-##
9925	11	27619	1962	1962
11173	10	27543	1904	1904
18573	11	27738	1944	1944
23302	10	27703	1963	1963
22749	10	27559	1926	1926
16171	10	27724	1870	1870
11506	11	27605	1981	1981
14072	11	27554	1994	1994
11994	10	27564	1979	1979
2025	2	24393	2011-##-##	####-##-##
13212	11	27577	1992	1992
5546	9	25948	1906-##-##	1945-##-##
1581	0	23788	1907-06-17	1907-06-17
22879	10	27548	1949	1949
11738	10	27581	1884	1884
765	10	27698	1914	1914
22625	11	27551	2013	2013
12563	10	28231	1768	1768
3754	2	24435	1983-##-##	1988-##-##
20093	11	27541	2006	2006
10878	10	27670	1916	1916
6868	11	27622	1936	1936
759	2	24287	2011-##-##	2013-##-##
2536	0	23691	1935-04-12	1935-04-12
13316	10	27678	1933	1933
2391	0	23667	1940-12-04	1940-12-04
11966	11	27894	1618	1618
3564	2	24305	2007-##-##	2010-##-##
3273	2	24321	2016-##-##	2017-##-##
13689	10	27553	1935	1935
1	5	25458	2005-##-##	2013-##-##
16906	10	27693	1932	1932
22692	10	27566	1984	1984
1225	1	24171	2010-##-##	####-##-##
15011	10	27565	1910	1910
1072	0	23489	1937-03-13	1937-03-13
2933	3	24778	1991-##-##	####-##-##
15319	10	27647	1978	1978
2094	0	23622	1931-06-20	1931-06-20
8962	13	27647	1978	1978
12698	10	27698	1914	1914
339	9	4987	2013-09-##	####-##-##
15544	11	27560	1991	1991
11250	10	27546	1812	1812
4138	10	27543	1904	1904
10557	10	28147	1412	1412
1091	4	2832	1985-##-##	1998-##-##
10288	10	27760	1925	1925
18633	11	27683	2002	2002
4192	3	24946	1995-##-##	####-##-##
1226	7	23915	1989-10-23	1989-10-23
972	2	24563	2000-##-##	2003-##-##
12408	10	27619	1962	1962
9314	10	28408	1752	1752
3460	1	24103	1987-##-##	####-##-##
21678	13	27683	2002	2002
9902	11	28575	1174	1174
19947	10	27716	1907	1907
3843	3	24863	2002-##-##	####-##-##
2906	7	23545	2001-11-16	2001-11-16
20122	11	27696	2011	2011
2477	8	25747	2008-##-##	####-##-##
16512	11	27621	1961	1961
1850	0	23883	1967-##-##	1967-##-##
14639	11	27572	1993	1993
20723	13	27584	1989	1989
2377	0	23539	1916-10-04	1916-10-04
6087	9	26816	1904-##-##	1906-##-##
13753	11	27782	1842	1842
22341	10	27669	1927	1927
14866	12	27623	2015	2015
2614	3	24984	2006-##-##	####-##-##
1948	4	4519	1948-##-##	####-##-##
951	0	23631	1983-07-04	1983-07-04
18194	10	27653	1937	1937
1203	3	24778	2011-##-##	####-##-##
4136	10	27618	1852	1852
1492	7	10230	1989-12-14	1989-12-14
552	0	23545	1967-12-01	1967-12-01
3615	2	24259	2005-##-##	2006-##-##
16658	12	27686	1946	1946
2124	8	25714	1931-##-##	####-##-##
22596	10	27544	1983	1983
7931	13	27595	2012	2012
443	4	1692	2008-##-##	####-##-##
21459	10	27688	1950	1950
8022	10	27579	1888	1888
7663	10	27530	1941	1941
458	10	27653	1937	1937
7917	10	27778	1835	1835
17618	13	27683	2002	2002
4020	7	23911	1949-05-06	1949-05-06
16739	11	27533	2010	2010
8840	11	27554	1994	1994
14487	12	27550	1959	1959
14654	11	27725	1969	1969
11441	10	27634	1856	1856
20426	10	27559	1926	1926
6586	10	27606	1899	1899
3842	3	24808	1974-##-##	####-##-##
8254	11	27891	1367	1367
10316	12	27922	1534	1534
16010	11	27987	1853	1853
4679	5	25185	2000-##-##	2002-##-##
2307	0	23545	1952-02-08	1952-02-08
2969	3	24832	2008-##-##	####-##-##
7222	10	27705	1890	1890
3845	3	24881	2003-##-##	####-##-##
3165	10	27559	1926	1926
16909	11	27651	1972	1972
5316	8	25753	1825-##-##	1833-##-##
12442	10	27553	1935	1935
4377	10	27573	1893	1893
21195	10	27915	1847	1847
3278	0	23538	1932-08-06	1932-08-06
22823	11	27534	1987	1987
2552	4	272	1959-##-##	2002-##-##
20978	11	27603	2009	2009
18839	12	27561	1934	1934
3982	3	24870	1966-##-##	####-##-##
11452	10	27668	1901	1901
624	2	24221	2006-##-##	####-##-##
17179	10	27592	1929	1929
3579	2	24315	1996-##-##	1997-##-##
3797	2	24207	2004-##-##	2005-##-##
7152	10	27597	1939	1939
5085	5	25562	424-##-##	####-##-##
16262	11	27669	1927	1927
14356	11	27622	1936	1936
7214	10	27606	1899	1899
1279	4	2807	2007-##-##	####-##-##
9121	11	27570	2016	2016
21521	10	27592	1929	1929
3760	2	24233	2013-##-##	2014-##-##
11943	13	27577	1992	1992
11558	12	27667	1953	1953
2003	4	2091	1901-##-##	1958-##-##
17446	10	27705	1890	1890
17136	10	27804	1874	1874
4357	4	346	1975-##-##	1993-##-##
2589	0	23513	1933-03-15	1933-03-15
3735	2	24213	2002-##-##	2003-##-##
1595	3	24890	1909-##-##	####-##-##
18948	11	27533	2010	2010
3840	3	24963	1988-##-##	####-##-##
2728	4	2431	1920-##-##	1942-##-##
3752	2	24177	2000-##-##	2001-##-##
321	2	24268	1999-##-##	2000-##-##
20922	11	27541	2006	2006
1434	9	26703	1963-##-##	1967-##-##
16671	12	27603	2009	2009
17624	11	27642	1973	1973
41	7	25702	1988-01-23	1988-01-23
3075	9	25948	1868-##-##	1957-##-##
4718	11	27591	1997	1997
7787	12	27592	1929	1929
13641	11	27599	1995	1995
4126	7	25703	2001-06-17	2001-06-17
2029	2	24362	2015-##-##	####-##-##
2258	2	24592	2003-##-##	2003-##-##
15886	11	27607	1952	1952
17185	11	27622	1936	1936
502	3	24885	1994-##-##	####-##-##
1150	0	23780	1943-12-25	1943-12-25
14292	11	27683	2002	2002
5178	5	25404	1922-##-##	1925-##-##
3698	2	24684	2000-##-##	2001-##-##
2353	4	4580	1934-##-##	1941-##-##
14121	11	27547	2014	2014
3793	2	24200	2012-##-##	####-##-##
21428	10	27567	1954	1954
6723	11	27683	2002	2002
2267	0	23545	1896-01-31	1896-01-31
8386	10	27906	1845	1845
17483	10	27688	1950	1950
4019	3	24969	2005-##-##	####-##-##
7851	11	27605	1981	1981
3067	0	23525	1931-09-13	1931-09-13
9236	10	27593	1921	1921
5407	8	20911	1980-##-##	1991-##-##
16767	11	27644	0711	0711
7730	11	27642	1973	1973
19492	12	27544	1983	1983
19403	12	27549	1924	1924
90	2	24201	1999-##-##	####-##-##
7046	11	27621	1961	1961
13565	10	27806	1871	1871
3527	2	24522	2004-##-##	2005-##-##
117	0	23545	1965-06-16	1965-06-16
8972	10	27567	1954	1954
112	0	5121	1895-06-12	1895-06-12
8166	10	27716	1907	1907
19416	10	27607	1952	1952
14219	14	27560	1991	1991
14464	11	27923	1283	1283
16994	11	27563	1966	1966
8787	11	27670	1916	1916
3635	2	24237	2007-##-##	####-##-##
13495	10	27742	1920	1920
14635	11	27738	1944	1944
7963	10	27718	1938	1938
9724	12	27541	2006	2006
8799	10	27619	1962	1962
17197	11	27690	1955	1955
12704	10	27651	1972	1972
1910	7	25698	1998-12-20	1998-12-20
