189	1	18070	1967	1967
190	0	18071	1937	1937
191	0	18072	1851	1851
192	2	18002	1989	1989
193	1	18073	1943	1943
194	0	17970	1971	1971
195	1	17956	1964	1964
196	4	17973	2001	2001
197	0	18074	1957	1957
198	3	18075	1813	1813
199	1	17982	1979	1979
200	0	18011	1921	1921
201	0	17970	1971	1971
202	0	18076	1872	1872
203	0	18024	1899	1899
204	1	18058	2008	2008
205	1	18025	1952	1952
206	0	18014	1918	1918
207	0	18077	1928	1928
208	2	18078	1896	1896
209	1	18079	1458	1458
210	0	18080	1922	1922
211	0	18081	1912	1912
212	0	17991	1893	1893
213	1	18012	1990	1990
214	2	18082	1256	1256
215	2	17990	1993	1993
216	1	17990	1993	1993
217	1	18039	1961	1961
218	1	18083	2017	2017
219	1	18058	2008	2008
220	1	18043	1915	1915
221	3	17990	1993	1993
222	0	17977	1926	1926
223	1	17963	1998	1998
224	0	17954	1873	1873
225	3	18069	1972	1972
226	3	18084	1803	1803
227	1	18021	2009	2009
228	1	18041	2015	2015
229	0	18067	1903	1903
230	1	17978	1991	1991
231	2	18085	1953	1953
232	1	18045	1988	1988
233	0	18048	1923	1923
234	0	18086	1901	1901
235	0	17961	1904	1904
236	0	18068	1960	1960
237	0	18087	1927	1927
238	0	18088	1916	1916
239	1	18089	1793	1793
240	3	18014	1918	1918
241	2	18090	1799	1799
242	0	18044	1917	1917
243	0	18091	1977	1977
244	1	18092	1931	1931
245	0	18014	1918	1918
246	1	17987	1930	1930
247	0	18093	1834	1834
248	1	18083	2017	2017
249	1	18016	1996	1996
250	1	17951	2010	2010
251	0	17983	1910	1910
252	1	17972	1994	1994
253	1	17952	1987	1987
254	3	18014	1918	1918
255	0	18024	1899	1899
256	3	18033	2003	2003
257	1	18041	2015	2015
258	2	18094	1372	1372
259	0	18095	1891	1891
260	0	18073	1943	1943
261	1	17955	2000	2000
262	0	18096	1933	1933
263	0	18097	1018	1018
264	1	17972	1994	1994
265	0	18098	1165	1165
266	1	17960	1974	1974
267	0	18099	1883	1883
268	0	18025	1952	1952
269	0	18086	1901	1901
270	0	18100	1868	1868
271	1	18101	2002	2002
272	0	18011	1921	1921
273	0	18102	1738	1738
274	1	18025	1952	1952
275	0	18103	1757	1757
276	0	18085	1953	1953
277	0	18046	1958	1958
278	1	18104	1946	1946
279	1	17988	2016	2016
280	0	18081	1912	1912
281	1	18105	2007	2007
282	1	17958	2005	2005
283	0	17957	1894	1894
284	1	17988	2016	2016
285	1	18106	1950	1950
286	2	17949	1975	1975
287	1	18107	1968	1968
288	2	17963	1998	1998
289	0	18092	1931	1931
290	2	18016	1996	1996
291	2	18065	1978	1978
292	0	18010	1929	1929
293	2	17949	1975	1975
294	0	18047	1887	1887
295	0	18044	1917	1917
296	1	18108	1955	1955
297	0	18109	1911	1911
298	2	17949	1975	1975
299	3	17969	2013	2013
300	0	18001	1902	1902
301	1	18110	1951	1951
302	0	18023	1981	1981
303	1	18039	1961	1961
304	2	17987	1930	1930
305	0	18111	1932	1932
306	3	18112	1986	1986
307	2	18033	2003	2003
308	2	18045	1988	1988
309	1	17985	1954	1954
310	0	18113	1840	1840
311	1	18013	2012	2012
312	1	18070	1967	1967
313	0	17983	1910	1910
314	1	17982	1979	1979
315	2	17995	1992	1992
316	1	18114	2011	2011
317	1	18026	1982	1982
318	3	18014	1918	1918
319	0	18048	1923	1923
320	1	17963	1998	1998
321	0	17949	1975	1975
322	0	18115	1867	1867
323	0	18116	1914	1914
324	0	18054	1875	1875
325	1	18117	1655	1655
326	1	17985	1954	1954
327	0	17967	1924	1924
328	0	17986	1980	1980
329	1	17949	1975	1975
330	0	18004	1908	1908
331	0	18066	1940	1940
332	1	18118	1735	1735
333	0	18099	1883	1883
334	3	17969	2013	2013
335	1	18058	2008	2008
336	2	18119	1889	1889
337	0	18014	1918	1918
338	0	18120	1632	1632
339	0	18104	1946	1946
340	2	18121	1963	1963
341	0	18024	1899	1899
342	0	18003	1913	1913
343	0	18111	1932	1932
344	1	17990	1993	1993
345	0	18031	1898	1898
346	1	18004	1908	1908
347	0	18044	1917	1917
348	1	18033	2003	2003
349	1	17977	1926	1926
350	1	18060	1973	1973
351	1	18060	1973	1973
352	1	18021	2009	2009
353	0	17989	1892	1892
354	0	18122	1653	1653
355	0	18111	1932	1932
356	1	18058	2008	2008
357	0	18123	1890	1890
358	1	18124	1387	1387
359	1	18101	2002	2002
360	2	17963	1998	1998
361	0	17957	1894	1894
362	0	18125	1788	1788
363	0	18088	1916	1916
364	0	18126	1836	1836
365	0	18119	1889	1889
366	0	18127	1985	1985
367	2	18031	1898	1898
368	2	17971	1935	1935
369	1	18017	1995	1995
370	1	17970	1971	1971
371	2	18076	1872	1872
372	0	17979	1934	1934
373	0	18128	1839	1839
374	1	18065	1978	1978
375	2	17963	1998	1998
376	2	18012	1990	1990
377	0	17981	1966	1966
378	0	18129	1697	1697
379	0	18121	1963	1963
380	1	18013	2012	2012
381	3	18130	1311	1311
382	2	18045	1988	1988
383	0	17967	1924	1924
384	0	18131	1878	1878
385	1	17963	1998	1998
386	0	18077	1928	1928
387	1	18132	1880	1880
388	1	18035	1970	1970
389	1	18114	2011	2011
390	0	18133	1879	1879
391	1	18110	1951	1951
392	0	18011	1921	1921
393	1	18058	2008	2008
111	1	17995	1992	1992
394	1	18101	2002	2002
395	0	18006	1906	1906
396	0	17966	1949	1949
397	2	17959	2006	2006
398	0	18134	1907	1907
399	1	17988	2016	2016
400	0	18044	1917	1917
401	1	18021	2009	2009
402	1	18017	1995	1995
403	0	17957	1894	1894
404	1	18108	1955	1955
405	1	18025	1952	1952
406	0	18135	1694	1694
407	0	18136	1938	1938
408	0	18087	1927	1927
409	0	18044	1917	1917
410	1	18137	1824	1824
411	2	18138	1956	1956
412	0	18052	1856	1856
413	0	18026	1982	1982
414	0	18139	1886	1886
415	0	18071	1937	1937
416	2	17952	1987	1987
417	1	17980	2004	2004
418	1	18052	1856	1856
419	1	17965	2014	2014
420	0	18140	1777	1777
421	1	18141	0559	0559
422	1	18142	1870	1870
423	1	18026	1982	1982
424	1	17969	2013	2013
425	2	18057	1999	1999
426	0	18091	1977	1977
427	1	18058	2008	2008
428	0	17957	1894	1894
429	0	18045	1988	1988
430	1	18070	1967	1967
431	1	17989	1892	1892
432	3	18105	2007	2007
433	1	18002	1989	1989
434	1	18023	1981	1981
435	0	18038	1919	1919
436	1	17948	1941	1941
437	1	18143	1969	1969
438	1	18121	1963	1963
439	1	17972	1994	1994
440	0	18001	1902	1902
441	0	18004	1908	1908
442	2	18115	1867	1867
443	1	18058	2008	2008
444	1	18091	1977	1977
445	0	17993	1948	1948
446	0	18133	1879	1879
447	0	18144	1775	1775
448	1	17990	1993	1993
449	1	18110	1951	1951
450	1	18145	1406	1406
451	0	18146	1213	1213
452	0	17966	1949	1949
453	1	18066	1940	1940
454	1	18147	1405	1405
455	0	18067	1903	1903
456	0	18011	1921	1921
457	1	17988	2016	2016
458	1	18107	1968	1968
459	0	18014	1918	1918
460	1	18016	1996	1996
210	1	18041	2015	2015
461	1	18105	2007	2007
462	1	18026	1982	1982
463	0	18132	1880	1880
464	1	17980	2004	2004
465	3	18148	1865	1865
466	0	18092	1931	1931
467	2	18009	1997	1997
468	1	17993	1948	1948
469	2	18046	1958	1958
470	1	18002	1989	1989
471	1	17959	2006	2006
472	0	18088	1916	1916
473	0	18149	1717	1717
474	1	18070	1967	1967
475	1	18150	1837	1837
476	0	18006	1906	1906
477	3	18068	1960	1960
478	1	18114	2011	2011
479	0	18088	1916	1916
480	1	18033	2003	2003
481	2	18151	1850	1850
482	0	18107	1968	1968
483	0	18036	1852	1852
100	0	18070	1967	1967
484	0	18152	1897	1897
485	1	17995	1992	1992
486	0	18134	1907	1907
487	1	18065	1978	1978
488	0	18153	1838	1838
489	1	18108	1955	1955
490	3	17969	2013	2013
491	1	17963	1998	1998
492	1	18035	1970	1970
493	2	17963	1998	1998
494	1	17959	2006	2006
495	2	18154	1945	1945
496	0	18044	1917	1917
497	1	18013	2012	2012
498	1	18121	1963	1963
499	0	18020	1895	1895
500	1	18114	2011	2011
501	0	17986	1980	1980
502	0	18155	1770	1770
503	0	18152	1897	1897
504	2	18156	1944	1944
505	0	17971	1935	1935
506	0	18157	1861	1861
507	2	17990	1993	1993
508	1	18010	1929	1929
509	1	18065	1978	1978
510	1	18091	1977	1977
511	0	18158	1766	1766
512	1	18021	2009	2009
513	1	18159	1035	1035
514	1	18058	2008	2008
515	0	18160	1920	1920
516	3	18068	1960	1960
517	0	17989	1892	1892
518	3	18016	1996	1996
519	1	18112	1986	1986
520	0	18026	1982	1982
521	1	18011	1921	1921
522	1	18039	1961	1961
523	0	18020	1895	1895
524	1	17958	2005	2005
525	0	18081	1912	1912
526	1	18114	2011	2011
527	1	17972	1994	1994
528	0	18160	1920	1920
529	0	17971	1935	1935
530	0	18109	1911	1911
531	0	17977	1926	1926
532	1	18051	1947	1947
533	0	18161	1389	1389
534	1	18162	1825	1825
535	3	17993	1948	1948
536	2	18026	1982	1982
537	1	18021	2009	2009
538	1	18112	1986	1986
539	0	18011	1921	1921
540	1	18114	2011	2011
541	0	18137	1824	1824
542	1	18091	1977	1977
543	1	18051	1947	1947
544	2	18163	1130	1130
545	0	18148	1865	1865
546	0	18116	1914	1914
547	1	18104	1946	1946
548	1	18156	1944	1944
549	0	18077	1928	1928
550	0	18103	1757	1757
551	2	17958	2005	2005
552	0	18065	1978	1978
553	1	18021	2009	2009
554	1	18154	1945	1945
555	2	18014	1918	1918
556	3	18041	2015	2015
557	0	18019	1900	1900
558	0	18086	1901	1901
559	0	17961	1904	1904
560	1	18060	1973	1973
561	1	18017	1995	1995
562	2	18023	1981	1981
563	1	18013	2012	2012
564	0	18164	1885	1885
565	2	17981	1966	1966
566	1	17951	2010	2010
567	0	17967	1924	1924
568	1	17982	1979	1979
569	2	18017	1995	1995
570	1	18013	2012	2012
571	1	18165	1222	1222
572	0	17991	1893	1893
573	1	18022	1976	1976
574	0	18119	1889	1889
575	0	18134	1907	1907
576	0	18085	1953	1953
577	0	18049	1869	1869
578	1	18009	1997	1997
579	0	18160	1920	1920
580	1	18154	1945	1945
581	1	18012	1990	1990
582	1	18039	1961	1961
583	2	18016	1996	1996
584	0	18078	1896	1896
491	0	18092	1931	1931
585	1	18071	1937	1937
586	0	18099	1883	1883
587	0	18166	1909	1909
588	1	18167	1716	1716
589	1	17984	1984	1984
590	0	18031	1898	1898
591	0	17975	1905	1905
592	2	18168	1517	1517
593	1	18110	1951	1951
594	1	18022	1976	1976
595	0	18003	1913	1913
596	0	17985	1954	1954
597	0	18085	1953	1953
598	0	18169	1855	1855
599	0	18080	1922	1922
600	1	17969	2013	2013
601	1	18114	2011	2011
602	3	18170	1379	1379
603	1	17993	1948	1948
604	0	18080	1922	1922
605	2	18070	1967	1967
606	0	17967	1924	1924
607	0	18171	1346	1346
608	1	17969	2013	2013
609	1	18135	1694	1694
610	0	18172	1617	1617
611	1	18058	2008	2008
612	1	17970	1971	1971
294	1	18060	1973	1973
613	0	18134	1907	1907
614	1	17988	2016	2016
615	0	17967	1924	1924
616	3	17959	2006	2006
617	1	17969	2013	2013
618	1	18173	1826	1826
619	0	18148	1865	1865
620	1	18017	1995	1995
621	1	18058	2008	2008
622	0	17975	1905	1905
623	1	17977	1926	1926
624	1	17956	1964	1964
625	0	18043	1915	1915
626	0	18106	1950	1950
627	0	18174	1786	1786
628	0	17993	1948	1948
629	1	18023	1981	1981
630	1	18143	1969	1969
631	1	18027	1965	1965
632	1	18175	1437	1437
633	1	17960	1974	1974
634	0	17979	1934	1934
635	1	17958	2005	2005
636	1	18176	1714	1714
637	1	18177	0423	0423
638	0	18178	1925	1925
639	1	18046	1958	1958
640	0	18014	1918	1918
641	2	17958	2005	2005
642	0	18128	1839	1839
643	0	17961	1904	1904
644	1	17963	1998	1998
645	1	18178	1925	1925
646	0	18010	1929	1929
647	1	17965	2014	2014
648	1	17956	1964	1964
649	1	17950	1942	1942
650	3	17965	2014	2014
651	0	18179	1060	1060
652	2	17980	2004	2004
653	2	17972	1994	1994
654	1	17950	1942	1942
655	1	18073	1943	1943
656	1	18021	2009	2009
657	2	18016	1996	1996
658	0	18180	1689	1689
659	0	18020	1895	1895
660	0	18108	1955	1955
661	0	18006	1906	1906
662	0	18181	1720	1720
663	0	18081	1912	1912
664	1	17973	2001	2001
665	1	18012	1990	1990
666	1	17963	1998	1998
667	0	18004	1908	1908
668	3	17951	2010	2010
669	0	18069	1972	1972
670	1	18013	2012	2012
671	1	18182	1830	1830
672	1	18002	1989	1989
673	1	18060	1973	1973
674	2	17979	1934	1934
675	0	18066	1940	1940
676	0	18107	1968	1968
677	1	17972	1994	1994
678	0	18086	1901	1901
679	0	18050	1857	1857
680	0	18065	1978	1978
681	2	17984	1984	1984
682	1	18060	1973	1973
683	1	17962	1983	1983
684	0	18183	1833	1833
685	1	18114	2011	2011
686	0	18088	1916	1916
687	1	17965	2014	2014
688	0	17967	1924	1924
689	3	18184	1385	1385
690	1	18071	1937	1937
691	1	17972	1994	1994
692	1	18114	2011	2011
693	0	18185	1754	1754
694	1	17958	2005	2005
695	2	18017	1995	1995
696	0	18066	1940	1940
697	0	18003	1913	1913
698	0	18186	1481	1481
699	0	18048	1923	1923
700	1	18025	1952	1952
701	0	18178	1925	1925
702	0	17987	1930	1930
703	1	17973	2001	2001
704	3	18045	1988	1988
705	1	17964	1812	1812
706	0	18004	1908	1908
707	1	18154	1945	1945
708	0	18134	1907	1907
709	1	17988	2016	2016
710	1	17978	1991	1991
711	0	17956	1964	1964
712	1	18021	2009	2009
713	0	18088	1916	1916
714	1	17959	2006	2006
715	1	17978	1991	1991
716	0	18073	1943	1943
717	0	18071	1937	1937
718	0	18077	1928	1928
719	1	18105	2007	2007
720	1	18041	2015	2015
721	4	17980	2004	2004
722	0	17977	1926	1926
723	0	18187	0150	0150
724	2	18037	1962	1962
725	0	18111	1932	1932
726	2	18035	1970	1970
727	1	18035	1970	1970
728	1	18026	1982	1982
729	1	17962	1983	1983
730	1	18105	2007	2007
172	0	18139	1886	1886
731	0	18188	1854	1854
732	1	18065	1978	1978
733	1	18058	2008	2008
734	1	18022	1976	1976
735	0	18189	1320	1320
736	0	18116	1914	1914
737	0	18038	1919	1919
738	1	18002	1989	1989
739	1	18009	1997	1997
740	0	17999	1884	1884
741	0	18074	1957	1957
742	1	18121	1963	1963
500	0	17967	1924	1924
743	1	17956	1964	1964
744	0	18010	1929	1929
745	3	17980	2004	2004
746	0	18152	1897	1897
747	0	18190	1818	1818
748	0	17956	1964	1964
749	0	18178	1925	1925
750	1	17990	1993	1993
751	1	17973	2001	2001
752	0	18160	1920	1920
753	0	18011	1921	1921
754	0	18148	1865	1865
755	1	17983	1910	1910
415	1	18114	2011	2011
756	0	17977	1926	1926
757	0	18078	1896	1896
758	0	17962	1983	1983
759	1	17956	1964	1964
760	1	18022	1976	1976
761	1	18035	1970	1970
762	0	18156	1944	1944
763	0	18081	1912	1912
764	1	18023	1981	1981
765	1	18087	1927	1927
766	1	18037	1962	1962
767	1	18105	2007	2007
768	0	18123	1890	1890
769	0	18048	1923	1923
770	0	18191	1765	1765
771	0	17952	1987	1987
772	0	18003	1913	1913
773	1	17980	2004	2004
774	1	18192	1763	1763
775	1	17995	1992	1992
776	3	17978	1991	1991
777	0	18044	1917	1917
778	1	17959	2006	2006
779	2	18014	1918	1918
780	1	18022	1976	1976
781	3	17963	1998	1998
782	1	17955	2000	2000
783	1	18002	1989	1989
784	1	18058	2008	2008
785	0	18069	1972	1972
786	1	18107	1968	1968
787	0	17996	1876	1876
788	1	18127	1985	1985
789	1	18012	1990	1990
454	0	18193	1335	1335
790	0	18085	1953	1953
791	1	17961	1904	1904
574	1	18077	1928	1928
792	1	17963	1998	1998
793	0	17950	1942	1942
794	0	18134	1907	1907
795	2	18104	1946	1946
796	0	18194	1578	1578
797	1	17995	1992	1992
798	0	18195	1299	1299
799	0	18136	1938	1938
800	1	18017	1995	1995
801	1	18088	1916	1916
802	1	17990	1993	1993
803	2	17958	2005	2005
804	1	18010	1929	1929
805	0	18025	1952	1952
806	1	18010	1929	1929
807	0	18087	1927	1927
808	0	17997	1888	1888
809	0	17975	1905	1905
810	0	17960	1974	1974
811	1	18015	1939	1939
812	0	18148	1865	1865
813	1	18136	1938	1938
814	0	18044	1917	1917
815	1	18037	1962	1962
816	1	18101	2002	2002
817	1	17959	2006	2006
818	1	18025	1952	1952
819	0	18043	1915	1915
820	2	18166	1909	1909
821	0	17977	1926	1926
822	1	18041	2015	2015
823	2	17985	1954	1954
824	0	18086	1901	1901
825	0	17982	1979	1979
826	1	17950	1942	1942
827	3	18009	1997	1997
828	0	18196	1835	1835
829	0	18003	1913	1913
830	1	17962	1983	1983
831	0	18087	1927	1927
832	1	18021	2009	2009
833	0	18012	1990	1990
834	0	17983	1910	1910
835	1	17969	2013	2013
836	0	18081	1912	1912
837	3	18021	2009	2009
838	0	17950	1942	1942
839	2	17973	2001	2001
840	1	18045	1988	1988
841	1	18033	2003	2003
842	2	18197	1542	1542
843	1	18037	1962	1962
844	1	18058	2008	2008
845	1	17965	2014	2014
846	1	18058	2008	2008
847	0	18156	1944	1944
848	1	17969	2013	2013
849	1	17956	1964	1964
850	0	17985	1954	1954
851	2	17951	2010	2010
852	1	18026	1982	1982
853	0	17993	1948	1948
854	0	18198	1209	1209
855	3	18023	1981	1981
856	1	18026	1982	1982
857	0	18093	1834	1834
858	0	18107	1968	1968
859	0	18069	1972	1972
860	2	18016	1996	1996
861	0	18199	1074	1074
862	1	17951	2010	2010
863	1	18069	1972	1972
864	0	18200	1842	1842
865	0	18003	1913	1913
866	0	17987	1930	1930
867	0	18111	1932	1932
868	2	18056	1864	1864
869	0	18091	1977	1977
870	0	17997	1888	1888
871	0	18201	1601	1601
872	0	17968	1959	1959
873	0	18066	1940	1940
874	1	18021	2009	2009
875	1	18058	2008	2008
876	0	18044	1917	1917
877	1	18202	0649	0649
878	1	18068	1960	1960
879	0	18014	1918	1918
880	1	18017	1995	1995
881	0	17967	1924	1924
882	0	17948	1941	1941
883	1	17965	2014	2014
884	0	17970	1971	1971
885	1	17958	2005	2005
886	1	18006	1906	1906
887	2	17958	2005	2005
888	0	18203	1392	1392
889	0	18134	1907	1907
890	0	17975	1905	1905
891	0	18109	1911	1911
892	1	17984	1984	1984
893	0	18025	1952	1952
894	2	18016	1996	1996
895	0	18073	1943	1943
896	0	18001	1902	1902
897	1	18204	1058	1058
898	0	18205	1698	1698
899	1	18158	1766	1766
900	0	18006	1906	1906
901	0	18119	1889	1889
902	0	18074	1957	1957
903	1	18017	1995	1995
904	0	17991	1893	1893
905	1	18046	1958	1958
906	0	17979	1934	1934
907	1	18091	1977	1977
908	1	17985	1954	1954
909	0	18037	1962	1962
910	1	18069	1972	1972
911	0	18143	1969	1969
912	2	18101	2002	2002
913	1	18176	1714	1714
914	2	18065	1978	1978
915	4	18127	1985	1985
916	0	18110	1951	1951
917	0	18206	1848	1848
918	0	17949	1975	1975
919	0	18042	1862	1862
920	2	18058	2008	2008
921	0	18077	1928	1928
922	1	17986	1980	1980
923	0	18048	1923	1923
924	0	18136	1938	1938
925	1	18022	1976	1976
926	0	18207	1787	1787
927	1	17966	1949	1949
928	0	18031	1898	1898
929	0	17997	1888	1888
930	2	17972	1994	1994
931	0	18208	0601	0601
932	1	18060	1973	1973
933	0	18156	1944	1944
934	3	18023	1981	1981
935	1	18021	2009	2009
936	0	18014	1918	1918
937	1	17951	2010	2010
938	1	18148	1865	1865
939	0	18067	1903	1903
390	1	18040	1936	1936
940	1	18123	1890	1890
941	1	18209	1841	1841
942	1	18073	1943	1943
943	1	18023	1981	1981
944	1	17982	1979	1979
945	0	17977	1926	1926
946	1	17963	1998	1998
947	3	18210	1291	1291
948	1	18211	1246	1246
949	0	18212	1822	1822
950	0	18073	1943	1943
951	2	18142	1870	1870
952	1	17951	2010	2010
953	0	18213	1166	1166
954	1	17959	2006	2006
955	1	18101	2002	2002
956	0	18214	1546	1546
957	1	17972	1994	1994
958	1	17973	2001	2001
959	1	18215	1706	1706
960	0	18104	1946	1946
961	1	18101	2002	2002
962	1	18071	1937	1937
963	0	18178	1925	1925
964	0	17962	1983	1983
965	0	18077	1928	1928
966	0	18040	1936	1936
967	2	18156	1944	1944
968	1	18114	2011	2011
760	0	18024	1899	1899
969	0	17986	1980	1980
335	0	18178	1925	1925
970	0	18160	1920	1920
971	1	18216	1626	1626
972	0	18014	1918	1918
973	3	18154	1945	1945
974	1	18041	2015	2015
975	1	17988	2016	2016
976	0	18134	1907	1907
977	1	18041	2015	2015
978	0	17983	1910	1910
979	3	18017	1995	1995
980	1	17972	1994	1994
981	0	18217	1482	1482
982	0	18178	1925	1925
983	1	18021	2009	2009
984	0	17948	1941	1941
985	1	18012	1990	1990
986	0	18109	1911	1911
987	2	18002	1989	1989
988	0	18048	1923	1923
989	0	18192	1763	1763
990	1	18010	1929	1929
991	2	18218	1791	1791
992	2	18045	1988	1988
993	1	17962	1983	1983
994	0	18219	1866	1866
995	0	18095	1891	1891
996	0	17983	1910	1910
997	1	18220	1600	1600
998	1	18016	1996	1996
999	0	18152	1897	1897
1000	3	18013	2012	2012
1001	0	17977	1926	1926
1002	3	18221	1721	1721
1003	1	18044	1917	1917
1004	0	18019	1900	1900
1005	1	18040	1936	1936
1006	1	17988	2016	2016
368	0	18014	1918	1918
1007	0	18123	1890	1890
1008	0	17987	1930	1930
1009	1	18222	1874	1874
1010	1	18114	2011	2011
1011	0	18077	1928	1928
1012	2	18099	1883	1883
1013	1	18012	1990	1990
1014	0	18004	1908	1908
1015	1	18101	2002	2002
1016	1	17986	1980	1980
1017	1	17960	1974	1974
1018	0	18023	1981	1981
1019	1	18021	2009	2009
1020	0	18223	1573	1573
1021	0	18081	1912	1912
1022	2	17959	2006	2006
1023	0	18077	1928	1928
1024	0	18077	1928	1928
1025	0	18043	1915	1915
1026	0	18081	1912	1912
1027	3	18127	1985	1985
1028	1	18057	1999	1999
1029	1	18051	1947	1947
1030	2	17972	1994	1994
1031	1	17982	1979	1979
1032	1	18013	2012	2012
1033	0	18028	1683	1683
1034	1	18012	1990	1990
1035	1	17960	1974	1974
1036	0	17987	1930	1930
1037	0	18006	1906	1906
1038	1	18091	1977	1977
1039	0	18024	1899	1899
1040	1	18107	1968	1968
1041	1	18016	1996	1996
1042	0	18056	1864	1864
1043	1	17949	1975	1975
72	3	18114	2011	2011
1044	0	18131	1878	1878
1045	1	18091	1977	1977
1046	2	18101	2002	2002
1047	2	17978	1991	1991
1048	2	18114	2011	2011
1049	2	18114	2011	2011
1050	1	17968	1959	1959
1051	1	17958	2005	2005
1052	0	18004	1908	1908
1053	1	17969	2013	2013
1054	0	18136	1938	1938
1055	0	18029	1882	1882
